program_name_and_version,EnergyPlus 9.1.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 23,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 24,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 1,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 2,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 3,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 4,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 5,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 6,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 7,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 8,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 9,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 10,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 11,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 12,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 13,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 14,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 15,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 16,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 17,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 18,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 19,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 20,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 21,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 22,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 23,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 24,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 1,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 2,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 3,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 4,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 5,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 6,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 7,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 8,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 9,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 10,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 11,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 12,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 13,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 14,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 15,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 16,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 17,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 18,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 19,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 20,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 21,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 22,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 23,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 24,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 1,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 2,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 3,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 4,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 5,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 6,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 7,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 8,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 9,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 10,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 11,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 12,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 13,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 14,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 15,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 16,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 17,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 18,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 19,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 20,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 21,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 22,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 23,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 24,0.0
Hourly FF Temperatures January 4th - Case 600FF 1,0.0
Hourly FF Temperatures January 4th - Case 600FF 2,0.0
Hourly FF Temperatures January 4th - Case 600FF 3,0.0
Hourly FF Temperatures January 4th - Case 600FF 4,0.0
Hourly FF Temperatures January 4th - Case 600FF 5,0.0
Hourly FF Temperatures January 4th - Case 600FF 6,0.0
Hourly FF Temperatures January 4th - Case 600FF 7,0.0
Hourly FF Temperatures January 4th - Case 600FF 8,0.0
Hourly FF Temperatures January 4th - Case 600FF 9,0.0
Hourly FF Temperatures January 4th - Case 600FF 10,0.0
Hourly FF Temperatures January 4th - Case 600FF 11,0.0
Hourly FF Temperatures January 4th - Case 600FF 12,0.0
Hourly FF Temperatures January 4th - Case 600FF 13,0.0
Hourly FF Temperatures January 4th - Case 600FF 14,0.0
Hourly FF Temperatures January 4th - Case 600FF 15,0.0
Hourly FF Temperatures January 4th - Case 600FF 16,0.0
Hourly FF Temperatures January 4th - Case 600FF 17,0.0
Hourly FF Temperatures January 4th - Case 600FF 18,0.0
Hourly FF Temperatures January 4th - Case 600FF 19,0.0
Hourly FF Temperatures January 4th - Case 600FF 20,0.0
Hourly FF Temperatures January 4th - Case 600FF 21,0.0
Hourly FF Temperatures January 4th - Case 600FF 22,0.0
Hourly FF Temperatures January 4th - Case 600FF 23,0.0
Hourly FF Temperatures January 4th - Case 600FF 24,0.0
Hourly FF Temperatures January 4th - Case 900FF 1,0.0
Hourly FF Temperatures January 4th - Case 900FF 2,0.0
Hourly FF Temperatures January 4th - Case 900FF 3,0.0
Hourly FF Temperatures January 4th - Case 900FF 4,0.0
Hourly FF Temperatures January 4th - Case 900FF 5,0.0
Hourly FF Temperatures January 4th - Case 900FF 6,0.0
Hourly FF Temperatures January 4th - Case 900FF 7,0.0
Hourly FF Temperatures January 4th - Case 900FF 8,0.0
Hourly FF Temperatures January 4th - Case 900FF 9,0.0
Hourly FF Temperatures January 4th - Case 900FF 10,0.0
Hourly FF Temperatures January 4th - Case 900FF 11,0.0
Hourly FF Temperatures January 4th - Case 900FF 12,0.0
Hourly FF Temperatures January 4th - Case 900FF 13,0.0
Hourly FF Temperatures January 4th - Case 900FF 14,0.0
Hourly FF Temperatures January 4th - Case 900FF 15,0.0
Hourly FF Temperatures January 4th - Case 900FF 16,0.0
Hourly FF Temperatures January 4th - Case 900FF 17,0.0
Hourly FF Temperatures January 4th - Case 900FF 18,0.0
Hourly FF Temperatures January 4th - Case 900FF 19,0.0
Hourly FF Temperatures January 4th - Case 900FF 20,0.0
Hourly FF Temperatures January 4th - Case 900FF 21,0.0
Hourly FF Temperatures January 4th - Case 900FF 22,0.0
Hourly FF Temperatures January 4th - Case 900FF 23,0.0
Hourly FF Temperatures January 4th - Case 900FF 24,0.0
Hourly FF Temperatures July 27 - Case 650FF 1,0.0
Hourly FF Temperatures July 27 - Case 650FF 2,0.0
Hourly FF Temperatures July 27 - Case 650FF 3,0.0
Hourly FF Temperatures July 27 - Case 650FF 4,0.0
Hourly FF Temperatures July 27 - Case 650FF 5,0.0
Hourly FF Temperatures July 27 - Case 650FF 6,0.0
Hourly FF Temperatures July 27 - Case 650FF 7,0.0
Hourly FF Temperatures July 27 - Case 650FF 8,0.0
Hourly FF Temperatures July 27 - Case 650FF 9,0.0
Hourly FF Temperatures July 27 - Case 650FF 10,0.0
Hourly FF Temperatures July 27 - Case 650FF 11,0.0
Hourly FF Temperatures July 27 - Case 650FF 12,0.0
Hourly FF Temperatures July 27 - Case 650FF 13,0.0
Hourly FF Temperatures July 27 - Case 650FF 14,0.0
Hourly FF Temperatures July 27 - Case 650FF 15,0.0
Hourly FF Temperatures July 27 - Case 650FF 16,0.0
Hourly FF Temperatures July 27 - Case 650FF 17,0.0
Hourly FF Temperatures July 27 - Case 650FF 18,0.0
Hourly FF Temperatures July 27 - Case 650FF 19,0.0
Hourly FF Temperatures July 27 - Case 650FF 20,0.0
Hourly FF Temperatures July 27 - Case 650FF 21,0.0
Hourly FF Temperatures July 27 - Case 650FF 22,0.0
Hourly FF Temperatures July 27 - Case 650FF 23,0.0
Hourly FF Temperatures July 27 - Case 650FF 24,0.0
Hourly FF Temperatures July 27 - Case 950FF 1,0.0
Hourly FF Temperatures July 27 - Case 950FF 2,0.0
Hourly FF Temperatures July 27 - Case 950FF 3,0.0
Hourly FF Temperatures July 27 - Case 950FF 4,0.0
Hourly FF Temperatures July 27 - Case 950FF 5,0.0
Hourly FF Temperatures July 27 - Case 950FF 6,0.0
Hourly FF Temperatures July 27 - Case 950FF 7,0.0
Hourly FF Temperatures July 27 - Case 950FF 8,0.0
Hourly FF Temperatures July 27 - Case 950FF 9,0.0
Hourly FF Temperatures July 27 - Case 950FF 10,0.0
Hourly FF Temperatures July 27 - Case 950FF 11,0.0
Hourly FF Temperatures July 27 - Case 950FF 12,0.0
Hourly FF Temperatures July 27 - Case 950FF 13,0.0
Hourly FF Temperatures July 27 - Case 950FF 14,0.0
Hourly FF Temperatures July 27 - Case 950FF 15,0.0
Hourly FF Temperatures July 27 - Case 950FF 16,0.0
Hourly FF Temperatures July 27 - Case 950FF 17,0.0
Hourly FF Temperatures July 27 - Case 950FF 18,0.0
Hourly FF Temperatures July 27 - Case 950FF 19,0.0
Hourly FF Temperatures July 27 - Case 950FF 20,0.0
Hourly FF Temperatures July 27 - Case 950FF 21,0.0
Hourly FF Temperatures July 27 - Case 950FF 22,0.0
Hourly FF Temperatures July 27 - Case 950FF 23,0.0
Hourly FF Temperatures July 27 - Case 950FF 24,0.0
Hourly Heating and Cooling Load 0104 - Case 600 1,0.0
Hourly Heating and Cooling Load 0104 - Case 600 2,0.0
Hourly Heating and Cooling Load 0104 - Case 600 3,0.0
Hourly Heating and Cooling Load 0104 - Case 600 4,0.0
Hourly Heating and Cooling Load 0104 - Case 600 5,0.0
Hourly Heating and Cooling Load 0104 - Case 600 6,0.0
Hourly Heating and Cooling Load 0104 - Case 600 7,0.0
Hourly Heating and Cooling Load 0104 - Case 600 8,0.0
Hourly Heating and Cooling Load 0104 - Case 600 9,0.0
Hourly Heating and Cooling Load 0104 - Case 600 10,0.0
Hourly Heating and Cooling Load 0104 - Case 600 11,0.0
Hourly Heating and Cooling Load 0104 - Case 600 12,0.0
Hourly Heating and Cooling Load 0104 - Case 600 13,0.0
Hourly Heating and Cooling Load 0104 - Case 600 14,0.0
Hourly Heating and Cooling Load 0104 - Case 600 15,0.0
Hourly Heating and Cooling Load 0104 - Case 600 16,0.0
Hourly Heating and Cooling Load 0104 - Case 600 17,0.0
Hourly Heating and Cooling Load 0104 - Case 600 18,0.0
Hourly Heating and Cooling Load 0104 - Case 600 19,0.0
Hourly Heating and Cooling Load 0104 - Case 600 20,0.0
Hourly Heating and Cooling Load 0104 - Case 600 21,0.0
Hourly Heating and Cooling Load 0104 - Case 600 22,0.0
Hourly Heating and Cooling Load 0104 - Case 600 23,0.0
Hourly Heating and Cooling Load 0104 - Case 600 24,0.0
Hourly Heating and Cooling Load 0104 - Case 900 1,0.0
Hourly Heating and Cooling Load 0104 - Case 900 2,0.0
Hourly Heating and Cooling Load 0104 - Case 900 3,0.0
Hourly Heating and Cooling Load 0104 - Case 900 4,0.0
Hourly Heating and Cooling Load 0104 - Case 900 5,0.0
Hourly Heating and Cooling Load 0104 - Case 900 6,0.0
Hourly Heating and Cooling Load 0104 - Case 900 7,0.0
Hourly Heating and Cooling Load 0104 - Case 900 8,0.0
Hourly Heating and Cooling Load 0104 - Case 900 9,0.0
Hourly Heating and Cooling Load 0104 - Case 900 10,0.0
Hourly Heating and Cooling Load 0104 - Case 900 11,0.0
Hourly Heating and Cooling Load 0104 - Case 900 12,0.0
Hourly Heating and Cooling Load 0104 - Case 900 13,0.0
Hourly Heating and Cooling Load 0104 - Case 900 14,0.0
Hourly Heating and Cooling Load 0104 - Case 900 15,0.0
Hourly Heating and Cooling Load 0104 - Case 900 16,0.0
Hourly Heating and Cooling Load 0104 - Case 900 17,0.0
Hourly Heating and Cooling Load 0104 - Case 900 18,0.0
Hourly Heating and Cooling Load 0104 - Case 900 19,0.0
Hourly Heating and Cooling Load 0104 - Case 900 20,0.0
Hourly Heating and Cooling Load 0104 - Case 900 21,0.0
Hourly Heating and Cooling Load 0104 - Case 900 22,0.0
Hourly Heating and Cooling Load 0104 - Case 900 23,0.0
Hourly Heating and Cooling Load 0104 - Case 900 24,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -19,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -18,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -17,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -16,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -15,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -14,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -13,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -12,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -11,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -10,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -9,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -8,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -7,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -6,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -5,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -4,2.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -3,5.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -2,5.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -1,8.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 0,14.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 1,14.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 2,19.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 3,16.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 4,20.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 5,23.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 6,31.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 7,30.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 8,46.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 9,51.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 10,62.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 11,99.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 12,118.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 13,141.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 14,164.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 15,184.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 16,232.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 17,268.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 18,322.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 19,330.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 20,371.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 21,384.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 22,397.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 23,368.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 24,416.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 25,402.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 26,472.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 27,435.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 28,440.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 29,446.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 30,407.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 31,358.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 32,336.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 33,318.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 34,250.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 35,199.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 36,188.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 37,132.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 38,106.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 39,73.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 40,40.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 41,15.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 42,3.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 43,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 44,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 45,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 46,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 47,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 48,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 49,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 50,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 51,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 52,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 53,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 54,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 55,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 56,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 57,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 58,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 59,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 60,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 61,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 62,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 63,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 64,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 65,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 66,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 67,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 68,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 69,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 70,0.0
